DATE,Construction,Legal,CustomerService,Architecture,Community_SocialService,ScientificResearch_Development,Security_PublicSafety,Driving,LogisticsSupport,Dental,Admininstrative,Productions_Manufacturing,Loading_Stocking,Childcare,Nursing,Insurance,MedicalTechnician,Marketing,ITOperations_Helpdesk,Installation_Maintenance,MedicalInformation,Retail,IndustrialEngineering,ProjectManagement,Accounting,Mathematics,Banking_Finance,PersonalCare_HomeHealth,Sports,CilvilEngineering,Management,Media_Communication,ElectricalEngineering,Education_Instruction,InformationDesign_Documentation,Hospitality_Tourism,FoodPreparation_Service,HumanResource,Therapy,Beauty_Wellness,Veterinary,Physicians_Surgeons,Cleaning_Sanitation,SoftwareDevelopment,Sales,Arts_Entertainment
2020-04-12,64.25,61.69,63.05,60.57,74.45,76.57,74.79,72.44,58.77,46.15,58.76,71.76,67.08,45.51,82.16,74.89,69.88,54.94,74.05,61.97,62.53,72.56,75.61,71.36,57.68,75.14,67.16,89.31,65.21,71.63,73.27,59.4,72.58,72.83,69.37,39.07,56.17,56.93,57.09,59.67,62.85,84.06,59.95,76.98,62.46,58.77
2020-04-13,63.72,61.01,62.46,59.81,74.24,76.14,74.84,74.04,58.08,44.74,57.85,71.17,67.7,43.95,81.49,74.51,68.9,54.21,73.77,61.3,61.4,71.71,75.26,70.81,57.19,74.67,66.68,89.08,64.55,71.2,72.55,58.97,72.36,72.79,68.75,38.74,55.15,56.34,56.35,57.72,62.38,83.6,59.37,76.5,61.16,57.7
2020-04-14,63.35,60.27,62.07,59.25,73.95,75.62,75.79,75.38,57.62,43.48,57.03,70.72,67.6,42.44,81.1,74.21,68.17,53.58,73.46,60.82,60.49,70.98,74.97,70.29,56.78,74.31,66.22,88.88,63.81,70.81,71.84,58.52,72.15,72.81,68.28,38.66,54.6,55.85,55.73,57.1,62.05,83.12,59.05,76.1,60.16,56.8
2020-04-15,62.9,59.57,61.61,58.56,73.49,74.95,76.73,75.04,57.09,42.12,56.15,70.19,67.64,41.12,80.67,73.7,67.5,52.85,73.01,60.3,59.62,70.17,74.5,69.61,56.22,73.79,65.39,88.55,63.02,70.26,71.09,57.95,71.77,72.81,67.74,38.53,54.02,55.26,54.71,56.86,61.82,82.61,58.42,75.57,59.1,56.22
2020-04-16,62.45,58.86,61.21,57.99,72.89,74.11,77.65,76.27,56.31,40.75,55.27,69.67,67.78,39.91,80.38,73.27,66.94,52.15,72.57,59.84,58.91,69.34,74.0,68.98,55.74,73.27,64.7,88.2,62.24,69.77,70.31,57.28,71.42,72.83,67.27,38.3,53.36,54.78,53.79,56.01,61.67,82.11,57.83,75.1,58.12,55.83
2020-04-17,62.09,58.14,60.81,57.44,72.23,73.34,78.54,77.61,55.76,40.1,54.47,69.2,67.75,39.26,80.04,72.83,66.45,51.53,72.17,59.49,58.28,68.56,73.58,68.42,55.38,72.69,64.03,87.9,61.49,69.25,69.49,56.83,71.07,72.86,66.84,38.22,52.78,54.32,52.86,55.29,61.66,81.69,57.31,74.64,57.12,55.47
2020-04-18,61.89,57.52,60.33,56.97,71.6,72.5,79.3,79.06,55.17,39.55,53.93,68.84,67.98,38.75,79.67,72.42,65.99,50.98,71.77,59.2,57.64,67.79,73.18,67.94,54.99,72.13,63.31,87.64,60.64,68.78,68.92,56.44,70.79,72.9,66.35,38.18,52.44,53.8,52.06,54.66,61.8,81.23,56.97,74.18,56.38,55.12
2020-04-19,61.7,57.01,59.82,56.53,71.02,71.56,79.98,80.59,54.31,39.14,53.38,68.45,68.15,38.41,79.38,71.92,65.57,50.4,71.28,58.92,57.02,66.99,72.75,67.46,54.61,71.47,62.59,87.42,59.83,68.29,68.36,55.92,70.46,72.97,65.82,38.14,52.17,53.26,51.26,54.09,62.06,80.74,56.67,73.67,55.63,54.76
2020-04-20,61.64,56.63,59.45,56.19,70.43,70.87,80.59,82.27,53.77,38.81,53.01,68.18,68.38,38.14,79.27,71.55,65.32,49.91,70.89,58.74,56.58,66.49,72.44,67.05,54.33,70.93,61.92,87.29,58.93,67.93,67.87,55.5,70.27,72.6,65.41,38.15,51.92,52.79,50.52,53.62,62.39,80.41,56.46,73.26,54.95,54.45
2020-04-21,61.59,56.42,59.07,55.86,69.99,70.35,80.34,83.59,53.03,38.58,52.67,67.93,68.36,37.94,78.95,71.35,64.95,49.52,70.59,58.56,56.09,65.92,72.16,66.64,54.12,70.5,61.28,87.09,58.25,67.57,67.55,55.14,69.97,72.24,64.94,37.98,51.71,52.34,49.61,52.96,62.73,80.06,56.26,72.91,54.27,54.12
2020-04-22,61.53,56.15,58.71,55.49,69.63,69.85,79.98,84.1,52.24,38.51,52.4,67.68,68.51,37.78,78.51,71.29,64.46,49.16,70.25,58.39,55.57,65.47,71.84,66.27,54.01,70.06,60.9,86.95,57.55,67.24,67.3,54.78,69.79,71.89,64.39,37.9,51.54,51.86,49.21,52.6,63.04,79.62,56.09,72.54,53.75,53.79
2020-04-23,61.55,55.88,58.35,55.12,69.32,69.48,79.65,84.15,51.72,38.47,52.24,67.52,68.2,37.61,78.11,71.18,64.11,48.84,69.93,58.27,55.13,65.05,71.49,65.94,54.04,69.62,60.38,86.89,56.93,66.9,67.1,54.38,69.55,71.48,63.84,37.64,51.46,51.38,48.86,52.43,63.33,79.18,55.91,72.18,53.27,53.41
2020-04-24,61.6,55.62,58.09,54.88,69.08,69.08,79.18,83.63,51.09,38.5,52.16,67.38,68.13,37.5,77.72,71.11,63.75,48.54,69.59,58.17,54.74,64.92,71.09,65.61,54.11,69.08,59.94,86.78,56.41,66.63,66.99,53.97,69.36,71.07,63.32,37.28,51.48,50.92,48.54,52.32,63.59,78.75,55.79,71.84,52.93,53.05
2020-04-25,61.66,55.43,57.92,54.63,68.86,68.86,78.72,83.12,50.72,38.48,52.14,67.29,68.13,37.41,77.31,71.16,63.38,48.31,69.29,58.12,54.41,64.84,70.69,65.27,54.32,68.61,59.62,86.65,56.13,66.34,66.83,53.6,69.16,70.64,62.85,36.92,51.52,50.59,48.15,52.26,63.82,78.33,55.71,71.5,52.65,52.72
2020-04-26,61.76,55.28,57.77,54.38,68.61,68.67,78.27,82.57,50.49,38.47,52.18,67.23,68.22,37.34,76.9,71.26,62.99,48.12,69.08,58.09,54.11,64.84,70.29,64.97,54.58,68.22,59.28,86.54,55.84,66.12,66.66,53.28,68.95,70.24,62.43,36.55,51.53,50.28,47.79,52.25,63.98,77.9,55.67,71.21,52.38,52.37
2020-04-27,61.81,55.01,57.53,54.12,68.33,68.32,77.8,81.46,50.16,38.47,52.06,67.1,67.68,37.24,76.45,71.32,62.56,47.87,68.81,58.07,53.75,64.62,69.8,64.61,54.82,67.69,58.9,86.4,55.52,65.78,66.47,52.88,68.65,69.78,61.89,36.15,51.57,49.88,47.42,52.22,64.09,77.35,55.59,70.84,52.08,51.98
2020-04-28,61.93,54.65,57.33,53.94,68.07,67.95,77.32,80.5,49.91,38.53,51.98,66.96,67.12,37.23,76.01,71.37,62.19,47.63,68.54,57.96,53.49,64.37,69.32,64.28,55.14,67.07,58.56,86.31,55.23,65.39,66.26,52.4,68.38,69.35,61.4,35.74,51.66,49.5,47.15,52.45,64.19,76.87,55.54,70.42,51.81,51.63
2020-04-29,62.17,54.39,57.21,53.86,67.84,67.61,76.89,79.63,49.77,38.57,51.97,66.99,66.62,37.27,75.66,71.28,61.87,47.44,68.27,58.01,53.25,64.18,68.78,63.98,55.44,66.63,57.99,86.09,54.86,65.05,66.11,52.04,68.07,69.0,60.97,35.47,51.74,49.15,46.96,52.59,64.37,76.45,55.57,70.02,51.61,51.38
2020-04-30,62.39,54.18,57.03,53.79,67.58,67.16,76.49,79.83,49.66,38.72,51.88,67.03,66.63,37.35,75.31,71.28,61.52,47.32,68.02,58.06,53.02,64.08,68.34,63.68,55.63,66.23,57.67,85.92,54.5,64.74,65.98,51.72,67.82,68.65,60.57,35.27,51.88,48.79,46.76,52.45,64.59,75.97,55.64,69.66,51.34,51.16
2020-05-01,62.66,53.96,56.77,53.66,67.32,66.73,76.53,80.96,49.56,38.91,51.84,67.05,66.58,37.44,74.98,71.29,61.21,47.17,67.82,58.0,52.81,63.94,67.95,63.37,55.77,65.93,57.25,85.81,54.29,64.46,65.78,51.42,67.54,68.33,60.15,35.14,52.3,48.4,46.6,52.19,64.86,75.44,55.7,69.3,51.17,50.95
2020-05-02,62.94,53.63,56.49,53.55,67.07,66.27,76.33,81.73,49.42,39.25,51.75,67.11,66.28,37.57,74.77,71.18,60.95,47.02,67.61,58.04,52.61,63.37,67.56,63.13,55.85,65.63,56.81,85.72,53.98,64.23,65.53,51.13,67.31,68.07,59.71,34.99,52.61,48.01,46.61,51.32,62.45,75.03,55.78,68.97,50.93,50.82
2020-05-03,63.22,53.2,56.21,53.49,66.83,65.67,76.2,82.4,49.12,39.67,51.58,67.14,66.0,37.73,74.58,70.98,60.71,46.82,67.32,58.08,52.36,62.73,67.12,62.85,55.83,65.22,56.38,85.63,53.68,63.97,65.26,50.74,67.07,67.75,59.2,34.85,52.95,47.57,46.6,50.34,60.07,74.64,55.87,68.56,50.71,50.69
2020-05-04,63.55,52.88,55.94,53.45,66.63,65.24,76.16,82.95,48.97,40.13,51.56,67.26,65.67,37.92,74.47,70.83,60.55,46.69,67.12,58.05,52.16,62.19,66.82,62.62,55.78,64.96,56.05,85.56,53.45,63.81,64.93,50.56,66.93,67.48,58.85,34.52,53.26,47.23,46.61,49.21,57.67,74.38,56.0,68.26,50.52,50.67
2020-05-05,63.9,52.65,55.8,53.32,66.46,64.86,76.18,83.34,48.92,40.67,51.59,67.47,65.44,38.09,74.43,70.6,60.43,46.58,66.91,58.22,51.96,61.75,66.56,62.42,55.69,64.75,55.73,85.63,53.32,63.7,64.69,50.47,66.81,67.1,58.51,34.65,53.61,46.9,46.7,47.98,55.34,74.11,56.23,68.01,50.39,50.66
2020-05-06,64.29,52.43,55.68,53.2,66.26,64.42,76.18,83.54,48.81,41.35,51.6,67.58,65.26,38.31,74.46,70.48,60.35,46.5,66.76,58.39,51.8,61.56,66.59,62.21,55.61,64.46,55.82,85.8,53.31,63.53,64.49,50.41,66.72,66.77,58.29,34.86,54.01,46.71,46.75,47.52,55.65,73.88,56.46,67.83,50.3,50.58
2020-05-07,64.64,52.23,55.7,53.18,66.1,64.15,76.25,82.29,48.71,42.08,51.73,67.7,65.13,38.63,74.5,70.41,60.31,46.42,66.63,58.6,51.7,61.42,66.62,62.04,55.56,64.18,55.81,85.91,53.29,63.45,64.3,50.39,66.6,66.51,58.1,35.07,54.42,46.54,46.87,47.39,56.0,73.73,56.67,67.63,50.31,50.57
2020-05-08,65.07,52.08,55.88,53.17,65.97,63.98,76.07,81.68,48.74,42.78,51.85,67.92,65.21,38.94,74.56,70.33,60.27,46.4,66.47,58.96,51.59,61.4,66.65,61.92,55.6,63.99,55.87,85.97,53.06,63.44,64.25,50.45,66.47,66.23,57.98,35.26,54.63,46.44,47.02,47.67,56.38,73.66,56.95,67.47,50.36,50.58
2020-05-09,65.49,52.07,56.11,53.21,65.83,63.9,76.07,81.49,48.82,43.5,52.03,68.09,65.71,39.28,74.53,70.33,60.24,46.48,66.37,59.25,51.49,61.9,66.73,61.77,55.67,63.81,56.02,86.05,53.01,63.45,64.37,50.54,66.32,66.04,57.93,35.54,54.95,46.36,47.07,48.97,59.55,73.55,57.27,67.34,50.62,50.56
2020-05-10,65.94,52.15,56.4,53.22,65.73,63.97,76.13,81.37,49.06,44.26,52.29,68.36,66.3,39.58,74.5,70.39,60.17,46.59,66.34,59.56,51.44,62.44,66.87,61.69,55.82,63.78,56.05,86.16,52.95,63.54,64.51,50.75,66.23,65.86,57.97,35.85,55.28,46.38,47.12,50.38,62.72,73.41,57.64,67.28,50.9,50.59
2020-05-11,66.32,52.12,56.64,53.16,65.62,63.87,76.03,81.13,49.12,44.98,52.39,68.45,66.68,39.85,74.34,70.45,60.01,46.63,66.2,59.88,51.35,62.81,66.84,61.5,55.91,63.6,56.18,86.04,52.84,63.52,64.68,50.75,66.02,65.63,57.87,36.27,55.61,46.29,47.13,51.89,65.45,73.24,57.93,67.08,51.12,50.48
2020-05-12,66.7,52.06,56.86,53.16,65.52,63.74,75.98,81.04,49.15,45.7,52.5,68.64,66.92,40.15,74.2,70.5,59.88,46.6,66.08,60.15,51.3,63.17,66.73,61.32,56.0,63.45,56.3,85.85,52.64,63.51,64.77,50.83,65.84,65.53,57.73,36.36,55.92,46.22,47.17,53.22,66.89,73.1,58.25,66.83,51.46,50.32
2020-05-13,66.87,51.66,56.87,52.86,64.97,63.27,75.66,80.4,48.86,46.1,52.3,68.38,66.76,40.32,73.71,70.29,59.38,46.31,65.5,60.12,50.82,63.01,66.15,60.74,55.73,63.0,55.9,85.47,52.19,63.07,64.58,50.66,65.27,65.04,57.18,36.2,56.14,45.69,46.95,53.81,64.98,72.54,58.37,66.29,51.56,49.97
2020-05-14,67.2,51.41,56.94,52.59,64.63,63.03,75.41,80.86,48.67,46.66,52.21,68.29,67.06,40.57,74.61,70.42,59.15,46.1,65.07,60.18,50.58,63.33,65.81,60.36,55.59,62.71,55.3,85.33,51.8,62.76,64.49,50.45,64.95,64.72,56.81,36.31,56.4,45.32,46.87,54.99,65.79,72.38,58.72,65.9,51.68,49.69
2020-05-15,67.6,51.48,57.18,52.59,64.63,62.9,75.34,81.42,48.61,47.58,52.38,68.48,67.58,40.89,75.53,70.75,59.18,46.13,64.96,60.42,50.69,63.78,65.64,60.25,55.7,62.62,55.14,85.41,51.59,62.59,64.48,50.34,64.92,64.61,56.65,36.53,56.64,45.21,47.0,55.95,66.95,72.39,59.28,65.66,51.89,49.56
2020-05-16,67.91,51.32,57.11,52.46,64.56,62.31,75.38,81.85,48.37,48.58,52.41,68.54,67.73,41.17,76.33,70.69,59.09,45.94,64.72,60.48,50.71,63.95,65.18,59.96,55.57,62.23,54.45,85.22,51.34,62.22,64.27,49.96,64.72,64.32,56.25,36.52,56.86,44.98,47.14,56.54,68.14,72.23,59.74,65.22,51.83,49.23
2020-05-17,68.17,51.23,57.19,52.39,64.48,61.76,75.36,82.26,48.09,49.52,52.42,68.62,67.76,41.51,76.97,70.81,59.08,45.76,64.52,60.56,50.77,64.17,64.88,59.75,55.51,61.83,54.25,85.26,51.1,61.86,64.09,49.69,64.59,64.01,55.93,36.56,57.11,44.74,47.29,57.16,69.55,72.26,60.2,64.84,51.79,48.95
2020-05-18,68.5,51.2,57.29,52.32,64.38,61.16,75.47,82.79,47.81,50.51,52.49,68.77,68.06,41.89,77.57,70.85,59.09,45.6,64.32,60.65,50.81,64.5,64.57,59.56,55.44,61.44,53.87,85.49,50.91,61.52,63.93,49.47,64.49,63.73,55.6,36.73,57.39,44.51,47.41,57.89,71.39,72.19,60.71,64.47,51.79,48.68
2020-05-19,68.85,51.13,57.36,52.19,64.31,60.62,75.57,83.07,47.58,51.6,52.62,68.86,68.42,42.29,78.01,70.97,59.07,45.5,64.12,60.73,50.88,64.84,64.29,59.35,55.36,61.0,53.44,85.72,50.71,61.26,63.8,49.26,64.39,63.53,55.29,37.03,57.64,44.27,47.56,58.87,74.55,72.08,61.21,64.1,51.67,48.48
2020-05-20,69.39,51.52,57.82,52.41,64.77,60.85,76.06,84.1,47.89,53.16,53.2,69.54,69.19,42.92,78.42,71.48,59.58,45.75,64.51,61.14,51.53,65.54,64.52,59.65,55.75,61.12,53.59,86.24,50.83,61.57,63.99,49.44,64.84,63.77,55.54,37.38,57.97,44.54,48.07,60.06,78.43,72.44,61.85,64.15,51.78,48.63
2020-05-21,69.91,51.89,58.34,52.56,65.18,60.92,76.62,84.89,48.18,54.67,53.83,70.18,69.6,43.54,77.49,71.73,59.96,45.99,64.87,61.46,52.01,66.05,64.59,59.81,56.07,61.2,53.95,86.6,50.93,61.83,64.2,49.74,65.19,63.92,55.72,37.57,58.28,44.8,48.46,60.61,79.58,72.52,62.41,64.17,51.93,48.76
2020-05-22,70.32,51.95,58.74,52.45,65.32,60.95,77.0,84.74,48.32,55.88,54.22,70.56,69.8,44.17,76.56,71.99,60.1,46.02,64.92,61.61,52.3,66.45,64.52,59.7,56.13,61.1,53.9,86.88,51.17,61.82,64.28,49.99,65.33,64.05,55.7,37.72,58.57,44.87,48.66,61.21,80.33,72.4,62.86,64.03,51.94,48.82
2020-05-23,70.79,52.23,59.41,52.46,65.54,61.25,77.52,84.78,48.76,56.95,54.76,70.96,70.23,44.85,75.76,72.62,60.35,46.18,65.09,61.84,52.68,67.05,64.68,59.74,56.42,61.25,54.32,87.35,51.41,61.97,64.49,50.45,65.53,64.3,55.89,38.18,58.93,45.01,48.8,61.86,80.94,72.39,63.29,64.09,52.1,49.14
2020-05-24,71.23,52.34,59.85,52.37,65.72,61.42,77.99,84.88,49.15,57.99,55.22,71.18,70.68,45.5,75.12,73.05,60.55,46.24,65.16,62.03,52.99,67.47,64.59,59.63,56.53,61.23,54.29,87.54,51.66,61.97,64.63,50.66,65.58,64.6,55.89,38.56,59.23,45.07,48.92,62.5,81.32,72.22,63.65,63.97,52.15,49.33
2020-05-25,71.63,52.4,60.31,52.3,65.86,61.64,78.41,85.06,49.54,59.07,55.63,71.48,70.96,46.09,74.53,73.44,60.76,46.3,65.23,62.21,53.31,67.95,64.51,59.51,56.64,61.19,54.27,87.71,51.84,61.97,64.77,50.75,65.63,64.71,55.88,38.92,59.52,45.12,49.05,63.19,81.72,72.12,63.97,63.89,52.23,49.48
2020-05-26,71.87,52.5,60.71,52.27,65.96,61.77,78.75,85.53,49.92,59.87,55.95,71.64,71.22,46.6,74.01,73.68,60.94,46.39,65.3,62.3,53.54,68.46,64.4,59.39,56.71,61.17,54.26,87.67,52.03,61.93,64.93,50.83,65.64,64.85,55.9,39.25,59.82,45.2,49.09,63.93,82.04,71.99,64.15,63.81,52.28,49.58
2020-05-27,72.14,52.45,60.97,52.27,65.95,61.55,79.04,86.19,50.04,60.61,56.13,71.64,71.48,46.98,73.81,73.79,60.87,46.37,65.21,62.34,53.67,68.95,64.11,59.2,56.64,60.97,53.96,87.56,52.37,61.75,65.08,50.74,65.45,64.79,55.73,39.58,60.26,45.16,49.05,64.56,82.39,71.77,64.47,63.64,52.34,49.55
2020-05-28,72.38,52.34,61.11,52.29,65.81,61.27,79.2,86.14,50.12,61.37,56.16,71.6,71.68,47.32,73.6,73.91,60.75,46.29,64.99,62.34,53.83,69.25,63.75,58.94,56.51,60.66,53.77,87.47,52.69,61.47,65.03,50.55,65.21,64.69,55.47,39.89,60.68,45.03,49.0,65.17,82.88,71.52,64.75,63.36,52.36,49.49
2020-05-29,72.78,52.34,61.31,52.43,65.86,61.16,79.43,87.03,50.29,62.2,56.34,71.72,72.03,47.84,73.43,74.03,60.74,46.27,64.92,62.48,53.97,69.59,63.54,58.84,56.51,60.5,53.65,87.4,53.08,61.37,65.16,50.6,65.1,65.57,55.34,40.19,61.09,44.96,49.36,65.73,83.49,71.36,65.01,63.24,52.51,49.46
2020-05-30,73.24,52.53,61.6,52.67,66.13,61.57,79.69,87.87,50.49,63.01,56.64,72.13,72.51,48.35,73.42,74.42,60.89,46.43,65.06,62.79,54.26,70.03,63.7,58.96,56.69,60.71,53.82,87.44,53.52,61.46,65.39,50.99,65.26,66.6,55.5,40.44,61.44,45.14,49.78,66.09,84.12,71.47,65.4,63.41,52.78,49.56
2020-05-31,73.76,52.56,61.93,52.88,66.3,61.74,79.92,87.99,50.64,64.28,56.89,72.49,72.95,48.87,73.36,74.73,60.96,46.51,65.11,63.09,54.5,70.57,63.64,59.04,56.77,60.77,53.86,87.48,54.03,61.51,65.57,51.22,65.3,67.5,55.5,40.69,61.8,45.25,50.1,66.4,85.31,71.64,65.85,63.42,53.05,49.54
2020-06-01,74.22,52.56,62.11,53.06,66.49,61.85,80.09,88.71,50.8,65.41,57.17,72.64,73.35,49.36,73.34,75.06,61.03,46.52,65.01,63.38,54.73,71.04,63.47,59.06,56.83,60.84,53.83,87.59,54.56,61.48,65.63,51.46,65.3,68.4,55.44,40.92,62.06,45.29,50.43,66.53,86.55,71.7,66.33,63.31,53.22,49.47
2020-06-02,74.83,52.65,62.33,53.22,66.75,62.12,80.45,89.69,51.01,66.76,57.51,72.93,74.19,49.94,73.44,75.56,61.2,46.55,65.0,63.76,55.03,71.55,63.52,59.14,57.0,61.02,53.95,87.85,55.09,61.44,65.72,51.7,65.33,69.25,55.5,41.19,62.25,45.37,50.79,66.66,87.88,71.94,66.85,63.4,53.53,49.5
2020-06-03,75.49,52.78,62.57,53.31,67.07,62.48,80.88,90.64,51.34,68.1,58.18,73.24,75.08,50.55,73.58,76.2,61.46,46.62,65.13,64.15,55.33,72.14,63.65,59.25,57.24,61.19,54.23,88.08,55.49,61.45,65.76,51.92,65.46,70.24,55.6,41.41,62.27,45.49,51.19,66.76,89.41,72.27,67.37,63.5,53.86,49.54
2020-06-04,76.17,52.9,62.85,53.38,67.39,62.83,81.36,92.12,51.69,69.44,58.99,73.58,76.01,51.06,73.76,76.78,61.74,46.68,65.27,64.6,55.6,72.71,63.79,59.39,57.49,61.38,54.22,88.32,55.86,61.49,65.95,52.13,65.58,70.89,55.71,41.58,62.34,45.62,51.55,66.81,90.98,72.55,67.87,63.6,54.24,49.55
2020-06-05,76.77,52.99,63.07,53.39,67.6,63.13,81.89,92.62,52.08,70.71,59.78,73.9,76.76,51.56,73.95,77.34,61.98,46.82,65.42,64.98,55.92,73.25,63.99,59.56,57.72,61.5,54.44,88.51,55.95,61.54,66.02,52.27,65.72,70.61,55.87,41.68,62.38,45.77,51.58,66.78,92.55,72.86,68.34,63.71,54.6,49.61
2020-06-06,77.31,52.99,63.26,53.36,67.59,63.15,82.4,93.17,52.39,71.98,60.5,74.06,77.33,51.9,74.15,77.69,62.17,46.94,65.48,65.38,56.19,73.64,64.0,59.64,57.86,61.47,54.47,88.79,56.02,61.48,66.08,52.24,65.7,69.77,55.95,41.85,62.44,45.83,51.41,66.84,94.15,72.99,68.8,63.7,54.93,49.54
2020-06-07,77.81,53.21,63.4,53.35,67.68,63.52,82.9,94.37,52.73,72.85,61.28,74.36,77.96,52.22,74.39,78.0,62.43,47.16,65.63,65.78,56.47,73.99,64.25,59.79,58.09,61.59,54.51,89.15,56.03,61.52,66.2,52.38,65.83,69.04,56.19,42.04,62.48,45.99,51.38,66.85,95.23,73.07,69.26,63.89,55.31,49.6
2020-06-08,78.29,53.42,63.7,53.35,67.74,63.9,83.43,94.98,52.99,73.8,62.02,74.74,78.78,52.54,74.6,78.36,62.66,47.42,65.91,66.16,56.76,74.29,64.64,59.99,58.33,61.75,54.78,89.43,56.05,61.6,66.42,52.52,65.98,68.39,56.49,42.23,62.61,46.2,51.34,66.96,96.11,73.3,69.69,64.15,55.67,49.67
2020-06-09,78.83,53.6,64.02,53.28,67.82,64.24,83.93,95.93,53.13,74.82,62.82,75.11,79.31,52.9,74.84,78.71,62.9,47.65,66.11,66.61,57.12,74.52,64.9,60.18,58.57,61.79,54.99,89.77,56.1,61.75,66.65,52.67,66.14,67.78,56.69,42.5,62.79,46.39,51.36,67.07,97.16,73.42,70.24,64.25,55.96,49.64
2020-06-10,79.27,53.79,64.27,53.29,67.88,64.57,84.36,96.7,53.28,75.81,63.31,75.46,79.82,53.25,75.06,78.85,63.17,47.81,66.22,67.05,57.55,74.65,65.11,60.36,58.8,61.9,55.23,90.21,56.15,61.95,66.8,52.79,66.27,67.17,56.91,42.82,63.03,46.58,51.34,67.28,97.96,73.46,70.76,64.34,56.21,49.61
2020-06-11,79.63,54.01,64.56,53.25,67.94,64.83,84.71,97.62,53.44,76.67,63.64,75.71,80.32,53.68,75.22,78.89,63.4,47.95,66.32,67.5,57.94,74.8,65.34,60.51,59.03,62.03,55.61,90.53,56.11,62.07,66.97,52.92,66.34,66.86,57.12,43.21,63.25,46.74,51.4,67.65,98.59,73.52,71.35,64.44,56.56,49.63
2020-06-12,79.93,54.18,64.83,53.2,67.96,65.01,84.98,98.68,53.48,77.56,63.63,75.84,80.81,54.0,75.42,78.82,63.64,47.99,66.32,67.94,58.27,74.98,65.43,60.55,59.18,62.11,55.75,90.92,56.17,62.07,67.15,52.9,66.26,66.47,57.2,43.57,63.5,46.85,51.39,68.14,99.15,73.52,71.85,64.45,56.85,49.57
2020-06-13,80.21,54.18,65.0,53.07,68.05,65.03,85.2,99.6,53.46,78.51,63.67,75.93,81.35,54.49,75.45,78.46,63.81,47.85,66.23,68.45,58.56,75.35,65.26,60.45,59.3,61.94,55.66,91.19,56.2,61.98,67.38,52.68,66.07,66.48,57.07,43.91,63.85,46.85,51.57,69.16,99.64,73.36,72.32,64.29,57.05,49.44
2020-06-14,80.53,54.32,65.36,53.03,68.21,65.15,85.59,100.48,53.57,79.37,63.81,76.18,82.02,55.0,75.53,78.54,64.04,47.78,66.31,69.07,58.95,75.94,65.33,60.5,59.54,62.01,56.04,91.45,56.3,62.04,67.71,52.7,66.04,66.56,57.09,44.32,64.22,46.94,51.74,70.22,100.1,73.38,72.81,64.26,57.41,49.46
2020-06-15,80.84,54.51,65.62,53.0,68.42,65.34,86.0,101.15,53.75,80.18,63.92,76.42,82.61,55.53,75.6,78.54,64.31,47.8,66.36,69.7,59.38,76.55,65.37,60.55,59.8,62.06,56.27,91.71,56.41,62.09,68.06,52.77,66.0,66.77,57.13,44.79,64.65,47.07,51.91,71.31,100.68,73.3,73.34,64.26,57.88,49.54
2020-06-16,81.08,54.69,65.89,53.08,68.66,65.55,86.37,101.14,54.12,80.87,64.0,76.66,83.25,55.98,75.65,78.5,64.56,47.78,66.41,70.25,59.81,77.34,65.45,60.61,60.02,62.16,56.53,91.99,56.51,62.17,68.44,52.76,65.91,66.87,57.2,45.24,65.2,47.25,52.03,72.37,101.11,73.22,73.86,64.29,58.43,49.71
2020-06-17,81.36,54.85,66.36,53.12,68.88,65.65,86.71,101.28,54.39,81.63,64.17,76.88,83.88,56.53,75.61,78.61,64.74,47.82,66.42,70.83,60.24,78.08,65.54,60.65,60.22,62.16,56.73,92.11,56.62,62.22,68.83,52.85,65.82,66.96,57.22,45.74,65.69,47.45,52.18,73.27,101.41,73.13,74.41,64.29,59.14,49.88
2020-06-18,81.67,54.95,66.7,53.21,69.18,65.88,87.09,101.39,54.72,82.46,64.36,77.24,84.61,57.11,75.64,78.7,64.96,47.95,66.5,71.42,60.75,78.83,65.6,60.73,60.45,62.12,57.03,92.36,56.96,62.33,69.2,53.0,65.82,67.12,57.28,46.31,66.25,47.72,52.27,73.89,101.75,73.09,74.92,64.37,59.79,50.08
2020-06-19,81.99,55.09,67.19,53.27,69.39,66.0,87.31,101.4,55.0,83.3,64.84,77.71,85.31,57.7,75.61,78.8,65.21,48.06,66.55,71.89,61.26,79.61,65.63,60.79,60.68,62.07,57.28,92.53,57.29,62.51,69.62,53.14,65.86,67.2,57.34,46.99,67.02,47.96,52.34,74.25,102.04,73.05,75.54,64.44,60.51,50.22
2020-06-20,82.27,55.35,67.8,53.4,69.65,66.25,87.34,101.58,55.29,84.1,65.32,78.25,86.13,58.17,75.65,79.17,65.48,48.31,66.65,72.19,61.78,80.47,65.92,60.98,60.86,62.23,57.82,92.74,57.68,62.82,70.22,53.42,66.0,67.35,57.57,47.78,67.96,48.29,52.44,74.12,102.39,73.15,76.21,64.65,61.32,50.36
2020-06-21,82.51,55.44,68.42,53.48,69.77,66.4,87.18,101.63,55.54,84.81,65.75,78.65,86.76,58.48,75.64,79.26,65.73,48.49,66.59,72.43,62.28,81.32,65.98,61.03,61.04,62.18,58.22,92.93,58.1,62.99,70.98,53.49,65.98,67.42,57.66,48.65,69.29,48.54,52.52,74.12,102.71,73.2,76.91,64.74,62.0,50.42
