DATE,Construction,Legal,CustomerService,Architecture,Community_SocialService,ScientificResearch_Development,Security_PublicSafety,Driving,LogisticsSupport,Dental,Admininstrative,Productions_Manufacturing,Loading_Stocking,Childcare,Nursing,Insurance,MedicalTechnician,Marketing,ITOperations_Helpdesk,Installation_Maintenance,MedicalInformation,Retail,IndustrialEngineering,ProjectManagement,Accounting,Mathematics,Banking_Finance,PersonalCare_HomeHealth,Sports,CilvilEngineering,Management,Media_Communication,ElectricalEngineering,Education_Instruction,InformationDesign_Documentation,Hospitality_Tourism,FoodPreparation_Service,HumanResource,Therapy,Beauty_Wellness,Veterinary,Physicians_Surgeons,Cleaning_Sanitation,SoftwareDevelopment,Sales,Arts_Entertainment
2022-02-13,170.01,174.42,144.14,154.35,164.12,192.62,163.72,148.71,197.75,146.6,183.15,209.27,197.71,162.23,174.72,169.53,187.5,183.44,158.49,157.12,189.9,136.24,182.49,180.49,193.71,186.45,187.95,183.97,131.35,159.32,151.94,170.33,165.35,155.62,187.16,127.4,138.26,233.27,157.7,102.3,162.57,174.53,168.23,224.02,135.32,153.1
2022-02-14,170.09,174.36,144.17,154.34,163.92,192.22,163.73,149.21,197.23,146.59,183.14,209.37,197.99,162.67,174.56,169.56,187.37,183.31,158.22,157.05,189.15,136.65,182.1,180.46,193.82,186.5,188.29,183.68,131.22,159.68,151.99,170.22,165.46,155.86,186.77,127.33,138.07,233.06,157.42,102.63,162.24,174.27,168.27,223.9,135.24,153.41
2022-02-15,170.33,174.52,144.84,154.32,163.69,191.97,163.78,149.79,196.73,146.58,183.04,209.54,198.37,163.12,174.29,169.45,187.08,183.19,157.98,157.07,188.79,137.2,181.58,180.39,193.84,186.54,188.69,183.1,131.21,159.93,152.05,170.12,165.69,155.87,186.51,127.2,138.04,232.76,157.05,103.03,161.92,173.98,168.24,223.81,135.07,153.69
2022-02-16,170.5,174.65,145.46,154.45,163.45,191.99,163.69,150.53,196.45,146.55,182.86,209.66,198.68,163.46,174.01,169.29,186.81,183.03,157.65,157.04,188.1,137.68,181.13,180.21,193.8,186.66,188.94,182.82,131.13,160.31,151.98,169.86,165.93,155.76,186.1,127.21,138.14,232.87,156.7,103.43,161.61,173.5,168.18,223.69,134.84,153.9
2022-02-17,170.67,174.67,145.24,154.53,163.23,192.03,163.57,150.88,196.21,146.74,182.56,209.62,198.68,163.68,173.66,169.12,186.44,182.92,157.48,156.92,187.38,137.71,180.75,180.11,193.66,186.98,189.14,182.51,131.02,160.51,151.91,169.58,165.93,155.6,185.82,126.62,138.22,232.6,156.37,103.45,161.26,173.21,168.09,223.71,134.62,154.05
2022-02-18,170.98,174.77,145.11,154.54,163.13,191.88,163.41,151.08,195.67,146.89,182.29,209.6,198.57,163.96,173.48,169.07,186.15,182.9,157.36,156.87,186.72,137.98,180.41,180.23,193.58,187.52,189.39,182.4,130.83,160.53,151.85,169.3,166.02,155.36,185.79,126.54,138.45,232.36,155.92,103.42,160.88,173.06,167.87,223.94,134.47,154.27
2022-02-19,171.25,174.53,144.65,154.38,163.07,191.13,163.09,150.78,195.14,147.1,181.78,209.25,197.97,164.38,173.28,168.52,185.78,182.44,156.86,156.62,186.49,137.8,179.86,179.94,193.18,187.46,189.36,182.38,130.69,160.31,151.48,168.69,165.56,155.28,185.44,127.22,138.45,231.77,155.51,103.35,161.03,173.24,167.57,223.77,134.12,154.1
2022-02-20,171.8,174.83,144.46,154.46,163.29,191.05,162.95,150.23,195.16,147.42,181.72,209.4,197.85,164.72,173.2,168.49,185.61,182.55,156.9,156.65,186.8,137.63,179.94,180.1,193.26,188.3,190.23,182.43,130.71,160.48,151.3,168.93,165.85,155.46,185.75,126.99,138.55,231.95,155.2,103.29,161.23,173.61,167.41,224.18,134.0,154.51
2022-02-21,172.52,175.29,144.31,154.61,163.63,191.36,162.84,149.56,195.32,147.88,181.77,209.55,197.77,165.06,173.15,168.42,185.47,182.74,157.1,156.76,187.21,137.25,180.14,180.4,193.34,189.23,191.25,182.52,130.93,160.54,151.18,169.26,166.27,155.53,186.1,126.57,138.62,232.32,154.92,103.2,161.45,174.03,167.32,224.71,133.92,154.81
2022-02-22,173.02,175.85,143.36,154.6,163.75,191.48,162.58,148.3,195.6,148.3,181.65,209.49,197.44,165.14,172.62,168.4,184.75,183.01,157.14,156.66,186.48,136.75,180.48,180.68,193.27,190.38,191.98,182.78,130.99,160.66,150.97,169.54,166.7,155.74,186.48,126.4,138.61,232.49,154.61,103.05,161.54,174.37,167.1,225.71,133.87,154.96
2022-02-23,173.41,176.11,142.33,154.3,163.84,191.42,162.46,146.74,195.73,148.7,181.61,209.32,196.9,165.27,172.56,168.34,184.6,183.13,157.33,156.59,186.59,135.93,180.75,180.83,193.25,191.03,192.64,182.86,131.21,160.76,150.84,170.1,166.97,156.02,186.86,126.19,138.6,232.36,154.53,102.96,161.7,174.92,166.82,226.44,133.86,154.98
2022-02-24,173.75,176.47,142.1,154.13,163.98,191.41,162.47,144.72,196.08,149.09,181.71,209.23,196.51,165.42,172.66,168.3,184.62,183.16,157.42,156.54,186.87,135.55,181.3,181.11,193.36,191.84,193.24,183.04,131.43,160.76,150.84,170.34,167.34,156.04,187.36,126.19,138.67,232.58,154.67,102.98,161.88,175.32,166.62,227.18,134.07,154.96
2022-02-25,173.91,176.71,141.8,154.0,164.02,191.41,162.41,142.41,195.59,149.34,181.67,209.02,196.17,165.48,172.48,168.21,184.5,183.13,157.31,156.37,187.03,134.91,181.84,181.17,193.34,192.12,193.78,183.02,131.68,160.81,150.81,170.58,167.51,156.19,187.62,125.41,138.87,232.86,154.88,103.04,161.92,175.54,166.5,227.66,134.15,154.74
2022-02-26,174.28,177.54,141.88,154.56,164.13,192.39,162.56,140.52,195.71,149.71,182.02,209.53,196.36,165.51,172.56,168.84,184.65,183.7,157.64,156.54,187.48,134.42,183.26,181.78,193.91,193.07,194.76,183.1,131.89,161.35,151.05,171.16,168.56,156.33,188.54,125.85,139.19,233.87,155.16,103.18,162.06,175.73,166.52,228.68,134.44,155.07
2022-02-27,174.24,177.74,141.67,154.91,163.9,192.68,162.45,138.87,195.36,150.0,181.93,209.28,196.11,165.5,172.6,169.0,184.61,183.8,157.54,156.35,187.56,133.79,183.81,181.9,194.04,193.04,194.64,183.06,131.59,161.49,151.1,170.97,168.9,156.37,188.56,125.95,139.42,234.05,155.26,103.21,162.12,175.75,166.31,229.2,134.42,154.78
2022-02-28,174.07,177.89,141.42,155.32,163.61,192.82,162.39,137.17,195.24,149.23,181.77,209.07,195.88,165.35,172.6,169.12,184.5,183.96,157.47,156.07,187.42,133.37,184.59,182.03,194.27,193.12,194.53,183.02,131.41,161.79,151.06,170.72,169.29,156.29,188.82,125.51,139.69,234.14,155.44,103.24,162.04,175.78,166.14,229.85,134.41,154.57
2022-03-01,173.9,177.56,141.23,155.69,163.49,192.84,162.4,135.92,194.92,148.56,181.74,208.91,195.77,165.48,173.16,169.19,184.94,183.66,157.37,155.9,187.97,132.93,184.84,182.1,194.5,192.38,194.28,183.04,131.42,162.01,151.01,170.31,169.41,155.94,188.82,126.08,140.07,234.16,155.7,103.19,162.13,175.87,166.19,229.78,134.42,154.31
2022-03-02,173.69,177.62,141.07,156.48,163.35,192.89,162.22,134.94,194.82,147.64,181.58,208.81,195.74,165.37,172.93,169.31,184.64,183.62,157.37,155.64,187.75,132.58,185.14,182.26,194.66,192.0,194.26,182.96,131.34,162.07,150.82,169.77,169.64,155.62,189.05,126.41,140.18,233.95,155.68,103.03,162.2,175.78,166.15,229.83,134.41,153.97
2022-03-03,173.57,177.61,140.98,157.19,163.13,192.92,162.0,134.52,195.01,146.79,181.31,208.72,195.86,165.28,172.7,169.38,184.3,183.53,157.27,155.41,187.5,132.25,185.1,182.36,194.75,191.35,194.07,182.91,131.31,162.25,150.51,169.57,169.76,155.46,189.02,127.27,140.3,233.64,155.59,102.9,162.41,175.7,166.21,229.63,134.26,153.62
2022-03-04,173.35,177.49,140.91,157.91,162.89,192.75,161.77,134.35,195.6,145.84,181.15,208.69,195.97,165.1,172.38,169.44,183.82,183.38,157.46,155.27,187.25,131.95,185.15,182.39,194.93,190.8,193.75,182.93,131.29,162.32,150.21,169.16,170.02,155.16,189.25,128.04,140.31,233.22,155.43,102.78,162.66,175.58,166.24,229.53,134.19,153.23
2022-03-05,172.88,177.23,140.68,157.66,162.63,191.91,161.65,134.26,196.2,145.88,180.85,208.23,195.95,165.15,172.01,169.05,183.25,182.94,157.51,155.0,187.03,131.74,184.38,182.01,194.75,190.08,193.0,183.03,131.42,161.89,149.9,168.5,169.85,154.8,189.06,127.77,140.33,232.47,155.4,102.62,162.72,175.5,166.32,229.03,134.04,152.64
2022-03-06,172.53,177.33,140.65,157.53,162.55,191.22,161.6,134.33,196.83,145.82,180.77,208.33,196.09,165.23,171.6,169.04,182.83,182.74,157.68,154.89,186.92,131.37,184.15,181.85,194.88,189.9,192.72,183.23,132.01,161.69,149.67,168.09,169.91,154.7,189.5,128.07,140.4,232.0,155.45,102.61,162.85,175.55,166.51,228.77,134.08,152.43
2022-03-07,171.99,177.22,140.65,157.32,162.47,190.48,161.5,134.46,197.4,146.65,180.62,208.4,196.19,165.33,171.12,168.97,182.39,182.43,157.72,154.8,186.9,131.02,183.67,181.63,194.89,189.56,192.33,183.35,132.29,161.39,149.54,167.66,169.94,154.6,189.68,128.99,140.47,231.69,155.45,102.59,163.06,175.62,166.59,228.16,134.07,152.22
2022-03-08,171.52,177.79,140.75,157.18,162.47,190.22,161.44,134.66,198.24,147.51,180.55,208.65,196.27,165.51,170.64,169.23,182.18,182.62,158.14,154.84,187.03,130.98,183.79,181.61,195.16,190.39,192.47,183.67,132.77,161.1,149.57,167.51,170.23,154.7,190.53,128.8,140.51,231.67,155.63,102.7,163.25,175.74,166.65,228.45,133.79,152.21
2022-03-09,171.03,177.87,140.84,156.92,162.53,189.71,161.77,134.82,198.19,148.61,180.58,208.87,196.52,165.78,170.41,169.44,182.03,182.46,158.18,154.96,187.12,131.27,184.15,181.64,195.36,190.66,192.28,183.98,133.45,161.09,149.76,167.3,170.52,154.86,190.84,128.84,140.76,231.47,155.95,102.97,163.54,175.78,166.83,228.39,133.71,152.35
2022-03-10,170.23,177.78,140.81,156.6,162.55,189.02,161.83,134.9,198.04,149.46,180.52,208.92,196.62,166.06,169.69,170.2,181.44,182.24,158.26,154.92,187.01,131.52,184.54,181.57,195.41,191.0,192.16,184.12,134.04,160.91,150.0,166.85,170.65,155.13,191.07,128.78,140.89,231.29,156.13,103.15,163.52,175.37,166.81,228.4,133.49,152.59
2022-03-11,169.53,177.85,140.8,156.35,162.64,188.52,161.79,135.06,198.42,150.45,180.39,208.99,196.39,166.33,169.27,170.99,181.18,181.94,158.19,154.8,187.05,131.82,184.82,181.69,195.43,191.31,192.2,184.43,134.57,160.88,150.32,166.61,170.73,155.41,191.05,128.89,140.97,231.19,155.95,103.01,163.53,175.08,166.73,228.39,133.2,152.95
2022-03-12,168.95,177.89,140.87,156.62,162.74,188.35,161.42,135.13,198.44,150.38,180.31,209.22,196.13,166.39,168.79,172.02,181.0,181.83,158.37,154.74,186.89,132.07,185.43,182.17,195.67,191.62,192.21,184.64,134.94,161.04,150.72,166.46,171.02,155.4,191.13,128.26,141.03,230.99,155.58,102.97,163.6,175.02,166.65,228.56,133.0,153.32
2022-03-13,168.27,177.66,140.86,156.68,162.74,188.11,160.97,135.07,197.78,150.37,180.04,209.1,195.68,166.52,168.37,172.71,180.74,181.46,158.37,154.58,186.74,132.52,185.75,182.42,195.66,191.58,192.09,184.84,135.25,161.0,151.03,166.13,170.92,155.3,190.77,128.14,141.07,230.58,155.21,102.94,163.61,174.79,166.53,228.46,132.69,153.53
2022-03-14,167.76,177.53,140.8,156.54,162.75,187.9,160.48,135.01,196.91,150.41,179.83,209.03,195.15,166.71,168.01,173.44,180.51,181.14,158.27,154.42,186.59,132.91,185.72,182.61,195.49,191.64,191.58,185.08,135.45,161.08,151.29,165.81,170.78,155.48,190.31,127.27,141.1,230.0,154.81,102.9,163.7,174.6,166.42,228.39,132.35,153.66
2022-03-15,167.37,177.32,140.73,156.38,162.77,187.41,160.01,134.86,196.31,150.46,179.62,208.81,194.65,166.85,167.67,173.72,180.14,180.83,157.94,154.19,186.28,133.17,185.26,182.77,195.54,190.88,191.17,185.46,135.55,161.25,151.46,165.39,170.74,155.54,189.53,126.57,141.17,229.31,154.42,102.82,163.68,174.46,166.34,227.31,132.28,153.72
2022-03-16,167.09,177.33,140.84,156.31,162.84,186.77,159.28,134.67,196.05,150.44,179.42,208.66,193.81,167.1,167.5,174.1,179.89,180.56,157.98,154.02,186.17,133.22,184.45,182.84,195.71,190.42,190.85,185.86,135.42,161.26,151.62,165.04,170.67,155.36,189.13,125.72,141.17,228.91,154.1,102.5,163.33,174.53,166.23,226.17,132.13,153.75
2022-03-17,167.06,177.5,140.97,156.31,162.9,186.5,158.48,134.53,195.94,150.61,179.39,208.67,193.1,166.99,167.9,173.78,180.15,180.38,157.97,154.06,186.39,133.34,183.71,183.14,196.01,190.26,190.76,186.38,135.36,161.5,151.83,165.0,171.0,155.11,188.97,125.09,141.32,228.49,154.18,102.52,163.34,175.1,166.16,225.07,132.08,153.86
2022-03-18,166.88,177.33,141.06,156.15,162.89,186.34,157.7,134.17,195.69,150.69,179.34,208.55,192.35,166.87,168.13,173.46,180.24,180.28,158.1,154.1,186.57,133.34,182.92,183.4,196.38,190.09,190.53,186.7,135.38,161.75,151.76,165.1,170.97,154.94,188.85,124.45,141.3,228.12,154.56,102.82,162.53,175.51,166.04,223.78,132.13,153.71
2022-03-19,166.55,177.12,141.1,156.14,162.79,186.21,156.97,133.9,195.34,150.66,179.16,208.47,191.51,166.66,168.24,173.13,180.09,180.26,158.05,154.08,186.69,133.38,182.08,183.42,196.6,190.19,190.64,186.97,135.32,162.01,151.67,165.01,171.0,155.12,188.8,124.55,141.43,227.46,154.86,103.06,161.71,175.54,165.82,222.49,132.18,153.62
2022-03-20,166.34,177.0,141.09,155.95,162.71,186.12,156.39,133.71,195.38,150.55,179.07,208.25,190.99,166.34,168.32,172.74,179.87,180.16,158.12,154.09,186.56,133.3,181.33,183.48,196.78,190.4,190.56,187.24,135.4,162.22,151.56,165.13,171.25,154.89,188.86,124.53,141.55,226.97,155.25,103.28,160.94,175.57,165.63,221.26,132.24,153.5
2022-03-21,166.13,177.01,141.1,155.94,162.65,186.02,155.84,133.53,195.36,150.62,178.96,208.09,190.49,166.09,168.4,172.31,179.72,179.84,158.01,154.08,186.5,133.28,180.77,183.39,197.09,189.84,190.42,187.52,135.63,162.43,151.35,165.02,171.42,154.46,188.73,125.4,141.69,226.3,155.62,103.56,160.05,175.55,165.56,219.55,132.36,153.35
2022-03-22,166.02,176.95,141.14,156.04,162.6,186.24,155.39,133.41,195.13,150.68,178.91,207.95,190.09,166.01,168.5,172.06,179.69,179.7,158.3,154.23,186.63,133.14,180.62,183.37,197.35,190.14,190.21,187.55,135.86,162.76,151.2,165.28,171.5,154.43,188.98,125.28,141.8,225.82,155.95,103.93,159.27,175.62,165.38,218.84,132.49,153.26
2022-03-23,165.71,176.61,140.86,155.9,162.37,186.54,154.85,133.29,195.21,150.54,178.57,207.45,189.74,165.74,168.37,171.73,179.41,179.43,158.4,154.09,186.5,132.91,180.48,183.18,197.4,190.6,189.77,187.3,136.04,163.04,150.94,165.58,171.54,153.97,189.1,125.07,141.85,225.19,155.95,104.53,158.62,175.27,165.03,218.54,132.55,153.11
2022-03-24,165.65,176.6,140.7,155.93,162.34,186.73,154.73,133.41,195.04,150.43,178.43,207.21,189.36,166.1,168.16,171.68,179.07,179.38,158.69,153.99,186.27,132.63,180.63,183.08,197.53,191.1,189.44,187.12,136.35,163.48,150.67,165.98,171.51,153.76,189.07,124.83,141.94,224.85,155.79,105.04,157.71,175.18,164.87,218.44,132.8,152.91
2022-03-25,165.83,176.84,140.58,156.13,162.35,186.97,154.97,133.94,194.7,150.41,178.39,207.17,189.53,166.68,168.0,171.71,178.72,179.38,158.86,153.96,186.0,132.39,181.01,182.96,197.67,191.74,189.29,187.03,136.68,164.01,150.64,166.28,171.99,153.56,189.2,124.74,142.19,224.48,155.76,105.55,157.68,175.03,164.91,218.65,132.98,153.07
2022-03-26,166.24,177.07,140.43,156.36,162.34,187.06,155.43,134.45,194.73,150.14,178.44,207.1,189.79,167.39,167.88,171.64,178.4,179.34,159.17,153.96,185.62,132.1,181.4,182.99,197.85,192.14,189.02,186.77,137.01,164.51,150.67,166.84,172.36,153.21,189.41,124.65,142.35,224.71,155.87,106.12,157.53,174.94,164.98,219.05,133.1,153.43
2022-03-27,166.56,177.36,140.39,156.8,162.4,187.19,156.19,135.17,194.95,149.93,178.56,207.11,190.0,168.01,167.85,171.61,178.26,179.49,159.45,153.98,185.48,131.99,181.88,183.03,198.16,192.53,188.7,186.52,137.44,165.15,150.73,167.21,172.8,153.25,189.54,124.04,142.51,224.62,155.79,106.68,157.28,175.12,165.06,219.46,133.19,153.8
2022-03-28,166.74,177.34,140.34,156.91,162.39,187.11,157.02,136.02,195.14,149.5,178.69,206.97,190.15,168.49,167.85,171.48,178.02,179.51,159.52,153.93,185.21,131.87,182.15,183.02,198.38,192.72,188.52,186.3,137.88,165.58,150.74,167.38,173.21,153.24,189.42,123.42,142.58,224.59,155.85,107.12,157.05,175.16,165.02,219.97,133.17,154.01
2022-03-29,166.71,177.48,140.26,157.01,162.28,186.91,157.79,137.18,195.29,149.12,178.82,206.81,190.24,168.92,167.77,171.38,177.63,179.58,159.49,153.79,184.82,131.74,182.19,182.99,198.36,193.03,188.31,186.08,138.32,165.95,150.83,167.17,173.64,152.85,189.25,123.8,142.62,224.32,155.9,107.32,156.59,175.06,165.04,220.19,133.16,154.5
2022-03-30,166.82,178.01,140.34,157.45,162.34,187.04,158.84,138.29,195.7,149.24,179.35,207.0,190.52,169.49,167.79,171.77,177.43,179.93,159.81,153.94,184.63,132.12,182.8,183.51,198.75,193.28,189.6,186.07,138.94,166.51,151.19,166.99,174.31,153.14,189.43,124.31,142.74,224.79,156.08,107.49,156.28,175.29,165.11,220.66,133.31,155.16
2022-03-31,166.58,177.96,140.28,157.71,162.07,187.04,159.58,139.04,196.0,149.26,179.61,206.79,190.73,169.64,167.87,171.73,177.35,179.93,159.95,153.9,184.35,132.42,183.08,183.58,198.96,193.06,190.88,185.86,139.35,166.92,151.47,166.61,174.61,153.57,189.56,124.62,142.67,224.81,156.01,107.37,155.95,175.14,164.94,220.9,133.21,155.54
2022-04-01,166.22,177.75,140.16,157.75,161.75,186.89,160.02,139.16,196.09,149.23,179.84,206.38,190.54,169.42,167.95,171.64,177.5,179.79,160.19,153.73,184.19,132.73,183.01,183.62,199.06,192.59,191.56,185.62,139.56,167.08,151.62,166.18,174.78,153.63,189.51,124.88,142.54,224.61,155.98,107.14,155.47,175.26,164.57,220.98,133.0,155.69
2022-04-02,165.84,177.62,140.25,157.63,161.52,187.08,160.31,139.17,196.09,149.59,180.11,206.21,190.47,169.11,167.93,171.76,177.57,179.54,160.39,153.69,184.05,133.09,182.98,183.64,199.19,192.17,192.48,185.52,139.56,167.55,151.83,165.81,174.97,153.91,189.31,125.17,142.45,224.57,155.86,106.79,154.97,175.39,164.24,220.76,132.87,155.52
2022-04-03,165.52,177.38,140.14,157.36,161.27,187.24,160.29,139.05,195.88,150.04,180.3,205.98,190.32,169.05,167.77,171.73,177.49,179.34,160.6,153.52,183.74,133.38,182.8,183.69,199.28,191.6,193.52,185.36,139.41,168.1,151.87,165.44,174.81,154.27,189.25,125.49,142.3,224.88,155.93,106.36,154.45,175.36,163.98,220.59,132.71,155.28
2022-04-04,165.3,177.27,140.12,157.35,161.03,187.35,160.06,138.82,195.76,150.56,180.47,205.79,190.24,168.93,167.57,171.76,177.44,179.27,160.93,153.53,183.47,133.69,182.83,183.79,199.38,191.36,194.45,185.13,139.03,168.8,152.08,165.36,174.88,154.64,189.39,125.7,142.2,225.17,155.87,105.97,153.97,175.36,163.77,220.32,132.57,155.24
2022-04-05,165.07,177.21,140.05,157.38,160.9,187.59,159.79,137.89,195.92,150.94,180.55,205.53,189.93,168.83,167.29,171.84,177.32,179.25,161.69,153.47,183.0,133.75,183.18,183.95,199.26,191.46,195.4,184.86,138.46,169.21,152.21,165.73,174.65,155.87,189.8,125.52,141.98,225.69,155.73,105.83,153.66,175.31,163.57,220.83,132.43,154.98
2022-04-06,164.9,176.85,139.83,157.06,160.79,187.33,159.34,137.0,195.9,151.13,180.51,205.21,189.68,168.63,166.93,171.45,177.25,178.76,161.93,153.15,182.46,133.53,183.11,183.57,198.75,190.88,194.88,184.58,137.64,169.56,151.98,165.99,174.45,157.0,189.61,125.25,141.71,225.69,155.67,105.68,153.36,175.17,163.5,220.58,132.11,154.42
2022-04-07,164.53,176.69,139.55,156.57,160.64,187.02,161.75,136.02,195.78,151.14,180.36,204.88,189.28,168.44,166.6,171.47,177.11,178.23,162.2,152.78,182.16,133.28,183.2,183.34,198.34,190.36,194.24,184.22,136.81,169.77,151.68,166.17,174.41,157.7,189.54,125.03,141.52,225.51,155.67,105.69,153.2,175.08,163.44,220.33,131.79,153.81
2022-04-08,164.18,176.67,139.28,156.27,160.61,186.84,162.63,135.39,196.13,151.26,180.18,204.69,189.1,168.45,166.18,171.38,176.78,177.73,162.48,152.4,181.63,133.23,183.45,183.22,198.01,190.04,194.15,183.79,136.04,170.19,151.39,166.45,174.31,158.13,189.55,124.69,141.31,225.79,155.54,105.75,153.13,175.13,163.53,220.16,131.51,153.3
2022-04-09,163.59,176.21,139.01,155.66,160.3,186.2,163.6,134.7,196.04,151.3,179.56,203.77,188.09,168.37,165.72,170.55,176.37,176.89,162.42,152.02,180.84,132.68,183.11,182.64,196.09,189.35,193.28,183.2,135.5,169.91,151.1,166.48,173.72,158.12,189.05,124.11,141.01,225.07,155.38,105.88,153.24,174.96,163.41,219.85,130.88,152.69
2022-04-10,162.95,175.57,138.73,155.29,159.92,185.18,164.78,133.92,195.88,151.23,178.7,202.69,186.97,168.24,165.17,169.43,175.69,175.72,162.28,151.65,179.93,131.91,182.57,181.91,194.0,188.35,192.02,182.61,134.98,169.53,150.8,165.76,173.19,157.85,188.41,123.36,140.69,223.84,155.14,106.11,153.47,174.4,163.16,219.21,130.14,151.92
2022-04-11,162.34,174.99,138.46,154.8,159.6,184.29,166.3,133.24,195.59,151.1,177.77,201.67,185.8,168.47,164.62,168.38,175.11,174.66,162.22,151.27,179.12,131.21,182.0,181.24,191.7,187.54,190.88,182.01,134.66,169.15,150.51,165.22,172.34,158.32,187.66,122.71,140.39,222.61,154.94,106.16,153.63,173.95,162.95,218.63,129.4,151.18
2022-04-12,161.67,174.33,138.18,154.71,159.23,183.43,168.13,132.96,194.68,151.0,176.56,200.5,184.35,168.48,164.46,167.46,174.74,173.59,162.05,150.9,178.82,130.76,181.45,180.77,189.16,186.82,190.19,181.36,134.52,169.09,150.22,164.6,172.0,157.95,187.15,122.25,140.09,221.63,154.81,106.27,153.79,173.82,162.53,218.14,128.76,150.56
2022-04-13,160.81,173.6,137.91,154.65,158.9,182.83,170.25,132.86,194.14,149.53,175.41,199.25,183.09,168.63,164.19,166.62,174.29,172.78,161.91,150.52,178.46,130.39,180.89,180.37,186.73,186.27,189.82,180.87,134.69,168.84,149.92,163.69,171.4,157.55,186.63,122.1,140.0,220.37,154.49,106.38,153.93,173.69,162.1,217.76,128.28,150.28
2022-04-14,160.29,173.01,137.63,154.79,158.72,182.34,169.84,133.19,193.68,148.18,174.42,198.11,182.32,168.56,163.75,165.86,173.67,172.14,161.69,150.15,177.82,130.09,180.42,180.07,184.22,185.87,189.6,180.58,135.0,168.91,149.63,162.93,171.08,156.6,186.17,121.94,139.89,219.58,154.38,106.4,154.28,173.62,161.7,217.62,127.85,150.43
2022-04-15,159.85,172.65,137.49,154.85,158.49,181.9,171.06,133.85,193.09,146.66,173.39,196.95,181.65,168.39,163.4,165.33,173.07,171.42,161.43,149.82,177.3,129.66,180.07,179.65,181.75,185.43,189.11,180.11,135.23,168.82,149.38,162.03,170.82,156.24,185.76,121.85,139.76,218.5,154.31,106.38,154.91,173.33,161.24,217.32,127.51,150.56
2022-04-16,159.52,172.85,137.28,155.14,158.49,181.68,172.08,135.02,192.84,146.15,172.85,196.4,181.81,168.15,163.23,165.42,172.86,171.28,161.56,149.49,177.17,129.8,180.17,179.74,180.97,185.41,189.45,179.69,135.46,169.2,149.03,161.42,170.96,156.19,185.99,122.02,139.75,218.3,154.38,106.3,155.6,173.28,160.88,217.39,127.55,151.17
2022-04-17,159.32,173.17,137.17,155.38,158.54,181.9,172.97,136.42,192.76,145.63,172.48,195.93,182.15,167.93,163.15,165.81,172.85,171.25,161.72,149.21,177.05,130.1,180.57,179.94,180.42,185.72,189.88,179.28,135.69,169.61,148.78,161.52,171.48,156.15,186.23,122.23,139.81,218.33,154.47,106.15,156.41,173.66,160.55,217.86,127.76,151.93
2022-04-18,159.13,173.64,137.09,155.72,158.57,182.16,173.66,137.96,192.88,145.12,172.19,195.43,182.64,167.56,163.1,166.43,172.84,171.27,161.95,148.81,176.93,130.32,181.06,180.27,180.14,186.32,190.41,178.93,135.89,170.1,148.47,161.5,172.28,155.42,186.69,122.45,139.89,218.4,154.59,106.1,157.38,174.05,160.2,218.63,128.04,152.73
2022-04-19,159.07,174.04,137.07,155.79,158.64,182.39,174.05,139.82,193.35,144.63,172.23,195.22,183.72,166.58,162.91,167.43,172.9,171.28,162.09,148.47,176.69,130.55,181.43,180.44,180.59,186.59,190.58,178.73,136.02,170.48,148.29,161.47,172.91,155.29,186.81,122.75,140.12,218.29,154.7,105.93,158.44,173.98,159.99,219.03,128.26,153.3
2022-04-20,159.19,174.62,137.09,156.0,158.65,182.47,173.48,141.9,193.49,146.31,172.32,195.21,184.45,165.55,163.01,168.21,173.0,171.23,162.1,148.23,176.5,130.61,181.79,180.55,181.11,187.28,190.37,178.5,136.0,171.06,148.18,161.45,173.39,155.15,186.78,122.82,140.23,218.34,155.32,105.72,159.67,173.99,159.76,219.43,128.29,153.65
2022-04-21,159.17,175.13,137.38,156.15,158.76,182.63,173.11,143.56,193.72,148.05,172.67,195.17,185.13,164.6,163.37,168.82,173.4,170.96,162.35,148.28,176.72,130.99,182.16,180.63,181.9,187.95,190.03,178.21,135.96,171.46,148.37,161.5,174.07,154.99,186.67,123.04,140.53,218.32,155.91,105.57,160.62,174.09,159.67,219.72,128.41,153.92
2022-04-22,159.14,175.49,138.03,156.29,158.95,182.48,172.97,145.32,194.0,149.84,173.56,195.44,186.1,163.62,163.73,169.64,174.12,170.93,162.76,148.45,177.32,131.58,182.53,180.98,184.1,188.42,190.86,178.12,135.94,171.85,148.62,161.73,174.42,154.84,186.8,123.51,141.11,218.74,156.55,105.7,161.24,174.3,159.73,220.13,128.84,153.94
2022-04-23,159.23,175.91,138.72,156.39,159.16,182.52,172.86,146.71,194.55,150.58,174.55,195.86,186.81,162.81,163.91,170.73,174.69,170.78,163.16,148.57,177.93,132.18,182.95,181.35,186.71,188.96,191.43,178.08,135.93,172.24,148.83,161.76,174.92,154.82,186.88,123.89,141.59,219.02,157.0,105.95,161.68,174.51,159.8,220.5,129.2,154.02
2022-04-24,159.13,176.04,138.92,156.34,159.29,182.03,172.38,147.44,194.74,151.29,175.27,196.11,186.93,161.87,164.01,171.33,175.14,170.4,163.2,148.53,178.3,132.5,182.99,181.51,188.19,189.33,191.11,178.07,135.88,172.41,148.89,161.58,174.96,154.83,186.64,123.82,141.97,218.98,157.44,105.97,161.93,174.33,159.83,220.5,129.15,153.88
